chain,pqc_fraction,seed,num_blocks,avg_block_size_bytes,avg_txs_per_block,avg_propagation_p50_ms,avg_propagation_p90_ms,avg_propagation_p95_ms,stale_rate,effective_tps,avg_verification_time_ms,max_verification_time_ms,verification_failure_rate,algo_counts_Ed25519,algo_distribution_Ed25519,block_time_ms,mempool_final_size_bytes,mempool_final_tx_count,mempool_total_accepted,mempool_total_evicted,mempool_total_rejected,total_tx_generated,verification_failures,algo_counts_Falcon-512,algo_counts_ML-DSA-65,algo_counts_SLH-DSA-128f,algo_distribution_Falcon-512,algo_distribution_ML-DSA-65,algo_distribution_SLH-DSA-128f
solana,0.45,6,25,412834.72,210.24,148.6503878472932,230.16745552822962,252.6479199439842,0.0,525.6,7.4837,41.5154,0.0,2877,0.5473744292237442,400,0,0,5256,0,0,5256,0,1681,493,205,0.3198249619482496,0.09379756468797565,0.03900304414003044
solana,0.45,7,25,407076.72,209.24,202.8118525761896,282.47221266387965,298.9038483088847,0.04,523.1,7.6659,32.7414,0.0,2860,0.5467405849741923,400,0,0,5231,0,0,5231,0,1700,468,203,0.3249856623972472,0.0894666411775951,0.038807111450965395
solana,0.45,8,25,421693.28,210.96,197.15923770762907,274.17501161792865,295.1209603282396,0.04,527.4,7.9019,37.0134,0.0,2915,0.5527114144861585,400,0,0,5274,0,0,5274,0,1659,475,225,0.31456200227531284,0.090064467197573,0.042662116040955635
solana,0.45,9,25,424354.0,208.36,168.78368416898232,254.05992263531706,269.6545016804654,0.0,520.9000000000001,7.1336,53.287,0.0,2846,0.5463620656555961,400,0,0,5209,0,0,5209,0,1679,447,237,0.32232674217700136,0.08581301593396046,0.04549817623344212
solana,0.45,10,25,434736.04,208.64,181.03994709698978,252.60643998860698,274.05990937600257,0.04,521.5999999999999,7.8238,41.3184,0.0,2868,0.5498466257668712,400,0,0,5216,0,0,5216,0,1627,472,249,0.31192484662576686,0.09049079754601227,0.047737730061349695
solana,0.5,1,25,480564.44,209.16,168.65937075834768,242.76051506933186,259.10767774551476,0.0,522.9,8.4902,38.5999,0.0,2537,0.4851788104800153,400,0,0,5229,0,0,5229,0,1863,560,269,0.35628227194492257,0.107095046854083,0.051443870720979154
solana,0.5,2,25,458025.56,210.0,209.78318933246646,284.2579394204704,304.55904499841375,0.04,525.0,9.892,59.9528,0.0,2625,0.5,400,0,0,5250,0,0,5250,0,1850,529,246,0.3523809523809524,0.10076190476190476,0.046857142857142854
solana,0.5,3,25,459520.24,207.8,160.6575255359956,244.68629334150518,279.8176895275618,0.0,519.5,9.2071,52.6162,0.0,2621,0.5045235803657363,400,0,0,5195,0,0,5195,0,1802,514,258,0.34687199230028876,0.0989412897016362,0.04966313763233879
solana,0.5,4,25,472069.04,207.72,180.1092303083582,261.8484871105991,279.8943740238671,0.08,519.3,9.2022,57.5399,0.0,2582,0.49720777970344693,400,0,0,5193,0,0,5193,0,1836,496,279,0.3535528596187175,0.09551319083381475,0.053726169844020795
solana,0.5,5,25,476782.16,203.68,199.07198952512724,275.13437516578495,289.7502093324191,0.04,509.20000000000005,9.5759,43.0999,0.0,2467,0.4844854673998429,400,0,0,5092,0,0,5092,0,1795,557,273,0.3525137470542027,0.1093872741555381,0.05361351139041634
solana,0.5,6,25,451687.52,210.24,167.81799027241036,246.6463084534779,268.81474643456943,0.0,525.6,8.1867,45.3982,0.0,2603,0.4952435312024353,400,0,0,5256,0,0,5256,0,1878,546,229,0.3573059360730594,0.10388127853881278,0.04356925418569254
solana,0.5,7,25,458395.8,209.24,208.07073640732014,299.9185468589327,318.123901885779,0.16,523.1,8.8411,34.8289,0.0,2574,0.49206652647677307,400,0,0,5231,0,0,5231,0,1884,529,244,0.3601605811508316,0.10112789141655515,0.046645000955840184
solana,0.5,8,25,461058.48,210.96,201.0599104278322,270.6934882873085,287.86449320647625,0.12,527.4,8.7183,41.7681,0.0,2650,0.502464922260144,400,0,0,5274,0,0,5274,0,1856,514,254,0.3519150549867273,0.09745923397800531,0.048160788775123246
solana,0.5,9,25,456888.84,208.36,172.04387693204495,258.293160176452,277.7468255796257,0.0,520.9000000000001,7.6337,57.3271,0.0,2607,0.5004799385678633,400,0,0,5209,0,0,5209,0,1857,488,257,0.35649836820886927,0.09368400844691879,0.049337684776348624
solana,0.5,10,25,468698.88,208.64,172.56016198791377,244.78112931148223,263.19677534730965,0.0,521.5999999999999,8.4608,50.7881,0.0,2637,0.5055598159509203,400,0,0,5216,0,0,5216,0,1797,509,273,0.34451687116564417,0.09758435582822086,0.05233895705521473
solana,0.55,1,25,515578.48,209.16,192.7630477479042,260.52908181756857,285.8286841806244,0.04,522.9,9.0514,49.1059,0.0,2286,0.43717728055077454,400,0,0,5229,0,0,5229,0,2041,613,289,0.3903231975521132,0.11723082807420157,0.05526869382291069
solana,0.55,2,25,486446.68,210.0,204.89093883285597,286.23508331072264,311.78993898813604,0.16,525.0,10.4807,61.5293,0.0,2387,0.45466666666666666,400,0,0,5250,0,0,5250,0,2048,551,264,0.3900952380952381,0.10495238095238095,0.05028571428571429
solana,0.55,3,25,500517.48,207.8,155.38418219420382,242.90505800277936,281.14943258957186,0.08,519.5,10.0562,56.3156,0.0,2364,0.4550529355149182,400,0,0,5195,0,0,5195,0,1980,563,288,0.3811357074109721,0.10837343599615014,0.05543792107795958
solana,0.55,4,25,505784.76,207.72,182.31257015267545,264.18658807278405,284.6068609441678,0.04,519.3,9.7482,63.3362,0.0,2340,0.4506065857885615,400,0,0,5193,0,0,5193,0,2007,548,298,0.38648180242634317,0.105526670518005,0.05738494126709032
solana,0.55,5,25,499173.64,203.68,215.59098407395828,292.8967425147214,310.6345350662485,0.12,509.20000000000005,9.8906,45.5379,0.0,2259,0.4436370777690495,400,0,0,5092,0,0,5092,0,1963,588,282,0.3855066771406127,0.11547525530243519,0.05538098978790259
solana,0.55,6,25,505404.0,210.24,175.01763954176656,257.58009823314245,273.91740140802733,0.04,525.6,9.4008,51.2402,0.0,2313,0.4400684931506849,400,0,0,5256,0,0,5256,0,2061,609,273,0.3921232876712329,0.1158675799086758,0.05194063926940639
solana,0.55,7,25,500012.84,209.24,187.572870019302,279.915388980113,294.5439466040883,0.04,523.1,9.7495,44.0142,0.0,2314,0.4423628369336647,400,0,0,5231,0,0,5231,0,2062,581,274,0.3941884916841904,0.11106862932517683,0.05238004205696808
solana,0.55,8,25,501855.0,210.96,184.7443083316023,264.9227970676653,284.2643244430177,0.04,527.4,9.3865,44.1516,0.0,2360,0.44747819491846796,400,0,0,5274,0,0,5274,0,2059,578,277,0.39040576412590067,0.10959423587409936,0.05252180508153204
solana,0.55,9,25,501880.2,208.36,159.39581469860244,248.57273899659268,262.1883804828627,0.04,520.9000000000001,8.4982,61.3671,0.0,2336,0.4484545978114801,400,0,0,5209,0,0,5209,0,2050,529,294,0.39354962564791707,0.10155500095987714,0.05644077558072567
solana,0.55,10,25,500894.88,208.64,166.08847663233354,240.93405378983826,263.18165311077615,0.0,521.5999999999999,8.8727,53.0812,0.0,2383,0.4568634969325153,400,0,0,5216,0,0,5216,0,1979,567,287,0.379409509202454,0.10870398773006135,0.05502300613496933
solana,0.6,1,25,542484.56,209.16,194.16279571015102,261.9619490045815,283.9728227503803,0.08,522.9,9.299,39.6222,0.0,2056,0.39319181487856186,400,0,0,5229,0,0,5229,0,2206,670,297,0.4218779881430484,0.12813157391470645,0.05679862306368331
solana,0.6,2,25,525125.8,210.0,214.530762320978,288.95404754205003,309.26442826268305,0.08,525.0,11.2584,65.3248,0.0,2125,0.40476190476190477,400,0,0,5250,0,0,5250,0,2223,616,286,0.42342857142857143,0.11733333333333333,0.05447619047619048
solana,0.6,3,25,545123.6,207.8,176.70501349838068,267.45259856587126,301.5355261499874,0.08,519.5,11.0471,49.5804,0.0,2100,0.40423484119345526,400,0,0,5195,0,0,5195,0,2153,621,321,0.414436958614052,0.11953801732435033,0.061790182868142446
solana,0.6,4,25,554619.72,207.72,188.19447803017448,269.0633003141621,291.520636742133,0.08,519.3,10.8364,67.217,0.0,2058,0.3963027151935298,400,0,0,5193,0,0,5193,0,2199,598,338,0.42345465049104564,0.11515501636818795,0.06508761794723666
solana,0.6,5,25,536817.36,203.68,197.94610685178438,275.6954385324875,292.28346451815605,0.12,509.20000000000005,10.5806,51.4214,0.0,1995,0.3917910447761194,400,0,0,5092,0,0,5092,0,2151,641,305,0.4224273369992145,0.12588373919874313,0.059897879025923015
solana,0.6,6,25,548357.36,210.24,163.12530874839774,245.77655052615225,261.90698149937697,0.04,525.6,10.3688,57.2614,0.0,2055,0.3909817351598174,400,0,0,5256,0,0,5256,0,2240,654,307,0.426179604261796,0.12442922374429223,0.058409436834094365
solana,0.6,7,25,539049.16,209.24,201.44742498688174,293.6347759493617,309.21830793578846,0.12,523.1,10.5746,47.6447,0.0,2044,0.39074746702351365,400,0,0,5231,0,0,5231,0,2265,620,302,0.4329956031351558,0.11852418275664309,0.05773274708468744
solana,0.6,8,25,541863.16,210.96,209.96945271758406,284.35885680584107,304.2917528034705,0.2,527.4,10.1693,48.1863,0.0,2083,0.39495638983693593,400,0,0,5274,0,0,5274,0,2262,625,304,0.42889647326507396,0.11850587789154342,0.05764125900644672
solana,0.6,9,25,548501.16,208.36,163.74651914026038,249.12742171674148,264.47951995180983,0.0,520.9000000000001,9.4257,61.4042,0.0,2068,0.3970051833365329,400,0,0,5209,0,0,5209,0,2231,578,332,0.42829717796122097,0.11096179688999808,0.06373584181224803
solana,0.6,10,25,538109.84,208.64,186.63155965367415,262.9314912315103,281.8588744730883,0.0,521.5999999999999,9.6659,51.3087,0.0,2131,0.4085506134969325,400,0,0,5216,0,0,5216,0,2182,584,319,0.4183282208588957,0.11196319018404909,0.0611579754601227
solana,0.65,1,25,573596.4,209.16,191.029438737333,265.22911226760954,291.35340466605123,0.12,522.9,9.8329,46.9259,0.0,1813,0.3467202141900937,400,0,0,5229,0,0,5229,0,2396,704,316,0.45821380761139796,0.13463377318799005,0.06043220501051826
solana,0.65,2,25,561736.48,210.0,217.19224013548785,296.60448175850865,315.99516098517756,0.08,525.0,12.0136,71.5457,0.0,1868,0.3558095238095238,400,0,0,5250,0,0,5250,0,2405,669,308,0.4580952380952381,0.12742857142857142,0.058666666666666666
solana,0.65,3,25,592232.2,207.8,168.14569657764835,256.2274081494558,290.1417404571724,0.04,519.5,12.0568,57.8274,0.0,1809,0.3482194417709336,400,0,0,5195,0,0,5195,0,2350,681,355,0.4523580365736285,0.1310875842155919,0.068334937439846
solana,0.65,4,25,586430.68,207.72,180.24761178463632,266.57316598910745,284.68625230123985,0.0,519.3,11.3047,75.0905,0.0,1801,0.34681301752358945,400,0,0,5193,0,0,5193,0,2391,648,353,0.4604274985557481,0.12478336221837089,0.06797612170229154
solana,0.65,5,25,573978.4,203.68,216.6532346376506,293.1183179444234,307.71999723302065,0.12,509.20000000000005,11.4323,58.8473,0.0,1760,0.34564021995286726,400,0,0,5092,0,0,5092,0,2321,677,334,0.4558130400628437,0.13295365278868815,0.06559308719560095
solana,0.65,6,25,586605.12,210.24,167.71141637686247,252.64289056151497,270.15391386408675,0.0,525.6,11.168,62.757,0.0,1808,0.3439878234398782,400,0,0,5256,0,0,5256,0,2413,701,334,0.4590943683409437,0.13337138508371385,0.06354642313546423
solana,0.65,7,25,579130.68,209.24,197.06672213548782,291.81117180099466,310.95347409599634,0.12,523.1,11.4147,58.6211,0.0,1794,0.3429554578474479,400,0,0,5231,0,0,5231,0,2433,674,330,0.465111833301472,0.12884725673867328,0.0630854521124068
solana,0.65,8,25,579728.24,210.96,187.5671929326411,277.31702567546574,294.3009032807313,0.08,527.4,10.9049,50.7064,0.0,1842,0.3492605233219568,400,0,0,5274,0,0,5274,0,2426,676,330,0.45999241562381493,0.12817595752749336,0.06257110352673492
solana,0.65,9,25,589103.36,208.36,169.00289018241207,263.002297924711,280.0838844365059,0.04,520.9000000000001,10.0899,56.6599,0.0,1800,0.34555576886158573,400,0,0,5209,0,0,5209,0,2411,641,357,0.46285275484737953,0.12305624880015358,0.06853522749088117
solana,0.65,10,25,581968.8,208.64,194.52029100412744,265.5648743529038,286.0155354202433,0.0,521.5999999999999,10.4161,55.6345,0.0,1864,0.35736196319018404,400,0,0,5216,0,0,5216,0,2345,661,346,0.4495782208588957,0.1267254601226994,0.06633435582822086
solana,0.7,1,25,619638.08,209.16,195.31645684833947,269.97344602936437,288.6082529816586,0.0,522.9,10.8937,58.331,0.0,1560,0.2983362019506598,400,0,0,5229,0,0,5229,0,2576,734,359,0.4926372155287818,0.14037100784088735,0.06865557467967107
solana,0.7,2,25,597941.32,210.0,212.27771337292143,294.19960977175333,316.2230710490748,0.12,525.0,12.7766,75.6686,0.0,1626,0.3097142857142857,400,0,0,5250,0,0,5250,0,2572,721,331,0.4899047619047619,0.13733333333333334,0.06304761904761905
solana,0.7,3,25,631334.52,207.8,167.39011378363912,261.3411617826365,296.656850440973,0.0,519.5,12.8685,69.1839,0.0,1553,0.2989412897016362,400,0,0,5195,0,0,5195,0,2533,726,383,0.4875842155919153,0.1397497593840231,0.0737247353224254
solana,0.7,4,25,623814.0,207.72,187.20967312915798,276.72871185945843,295.6140062959292,0.04,519.3,11.963,71.8192,0.0,1549,0.29828615443866746,400,0,0,5193,0,0,5193,0,2564,704,376,0.4937415751973811,0.13556710957057577,0.0724051607933757
solana,0.7,5,25,601249.04,203.68,218.02485730711047,293.04630343774426,311.5807631537591,0.12,509.20000000000005,11.8849,62.5416,0.0,1535,0.30145326001571093,400,0,0,5092,0,0,5092,0,2499,709,349,0.49076983503534954,0.1392380204241948,0.0685388845247447
solana,0.7,6,25,631440.92,210.24,190.78904926848816,280.7785684089877,299.6432368526592,0.12,525.6,12.0098,75.4326,0.0,1538,0.2926179604261796,400,0,0,5256,0,0,5256,0,2580,775,363,0.4908675799086758,0.14745053272450534,0.06906392694063927
solana,0.7,7,25,615580.2,209.24,211.27056810152308,306.9768269085656,323.7949942349109,0.16,523.1,12.2378,60.9083,0.0,1558,0.29783980118524184,400,0,0,5231,0,0,5231,0,2606,709,358,0.4981839036513095,0.1355381380233225,0.06843815714012617
solana,0.7,8,25,623605.56,210.96,223.01590574851608,308.02613535545265,326.08676821062863,0.16,527.4,11.7054,60.2034,0.0,1552,0.29427379598028064,400,0,0,5274,0,0,5274,0,2621,744,357,0.4969662495259765,0.1410693970420933,0.0676905574516496
solana,0.7,9,25,611056.88,208.36,159.8739435516029,251.08673846959212,263.4207873138025,0.0,520.9000000000001,10.1701,55.0661,0.0,1562,0.29986561720099825,400,0,0,5209,0,0,5209,0,2595,695,357,0.4981762334421194,0.13342292186600116,0.06853522749088117
solana,0.7,10,25,628156.72,208.64,188.9876748499185,258.5732046734653,279.62637110265035,0.0,521.5999999999999,11.2006,63.902,0.0,1574,0.3017638036809816,400,0,0,5216,0,0,5216,0,2534,732,376,0.4858128834355828,0.14033742331288343,0.07208588957055215
solana,0.75,1,25,662226.04,209.16,192.13228378875755,265.5964224173615,286.9779914685653,0.04,522.9,11.8524,59.0946,0.0,1333,0.25492445974373684,400,0,0,5229,0,0,5229,0,2727,772,397,0.5215146299483648,0.1476381717345573,0.07592273857334099
solana,0.75,2,25,643440.0,210.0,211.63552447171523,287.7208581131808,311.08602470012704,0.04,525.0,13.9512,84.9332,0.0,1364,0.2598095238095238,400,0,0,5250,0,0,5250,0,2749,769,368,0.5236190476190477,0.14647619047619048,0.0700952380952381
solana,0.75,3,25,672584.64,207.8,185.99560406750786,275.99567494194605,305.4253292859375,0.0,519.5,13.6633,76.6812,0.0,1279,0.24619826756496632,400,0,0,5195,0,0,5195,0,2717,791,408,0.5230028873917228,0.15226179018286815,0.07853705486044274
solana,0.75,4,25,661919.64,207.72,190.79098167333518,276.4386339578889,289.87042525439574,0.08,519.3,12.5323,77.7772,0.0,1272,0.24494511842865396,400,0,0,5193,0,0,5193,0,2751,776,394,0.5297515886770653,0.1494319275948392,0.07587136529944155
solana,0.75,5,25,641868.48,203.68,200.88459027153095,277.85800994552307,297.45073053296585,0.08,509.20000000000005,12.7387,66.6214,0.0,1294,0.2541241162608013,400,0,0,5092,0,0,5092,0,2654,766,378,0.5212097407698351,0.15043205027494108,0.07423409269442262
solana,0.75,6,25,664870.68,210.24,176.7906078060071,258.25002124541004,279.07200147671233,0.04,525.6,12.65,89.745,0.0,1310,0.24923896499238965,400,0,0,5256,0,0,5256,0,2743,818,385,0.5218797564687976,0.1556316590563166,0.0732496194824962
solana,0.75,7,25,647558.92,209.24,194.6916395860321,286.657296491273,306.10861818457374,0.08,523.1,12.9134,70.2146,0.0,1325,0.2532976486331485,400,0,0,5231,0,0,5231,0,2789,736,381,0.5331676543681897,0.1406996750143376,0.07283502198432422
solana,0.75,8,25,662998.88,210.96,236.50138743780852,321.4632948884737,339.03028336133656,0.32,527.4,12.5139,64.0642,0.0,1284,0.2434584755403868,400,0,0,5274,0,0,5274,0,2822,782,386,0.5350777398558969,0.14827455441789913,0.07318923018581722
solana,0.75,9,25,653235.04,208.36,161.1254844787591,252.85654401039793,267.2660104689648,0.0,520.9000000000001,10.915,65.2219,0.0,1300,0.249568055288923,400,0,0,5209,0,0,5209,0,2772,750,387,0.532155884046842,0.14398157035899406,0.07429449030524093
solana,0.75,10,25,664612.16,208.64,193.6073051666985,270.6518925471009,297.03387910179435,0.08,521.5999999999999,11.8044,74.8467,0.0,1302,0.24961656441717792,400,0,0,5216,0,0,5216,0,2738,778,398,0.5249233128834356,0.1491564417177914,0.0763036809815951
solana,0.8,1,25,701506.88,209.16,186.2183218001853,268.0268230162083,287.0426501110611,0.04,522.9,12.6338,53.3181,0.0,1077,0.2059667240390132,400,0,0,5229,0,0,5229,0,2912,814,426,0.5568942436412316,0.1556703002486135,0.0814687320711417
solana,0.8,2,25,679907.56,210.0,219.18171481104855,306.40613107429084,326.9060693249945,0.16,525.0,14.6716,83.3325,0.0,1121,0.21352380952380953,400,0,0,5250,0,0,5250,0,2906,835,388,0.5535238095238095,0.15904761904761905,0.0739047619047619
solana,0.8,3,25,705290.56,207.8,198.55825672153597,287.14598262109297,319.97954825321483,0.08,519.5,14.2332,73.5225,0.0,1031,0.19846005774783446,400,0,0,5195,0,0,5195,0,2900,838,426,0.5582290664100096,0.16130895091434072,0.0820019249278152
solana,0.8,4,25,695689.08,207.72,184.52674934665183,269.05802422449835,285.2065482589762,0.08,519.3,13.0404,80.041,0.0,1023,0.19699595609474294,400,0,0,5193,0,0,5193,0,2925,834,411,0.5632582322357019,0.1606008087810514,0.07914500288850375
solana,0.8,5,25,674102.56,203.68,224.0266539647498,298.7232155925028,318.2181927290401,0.12,509.20000000000005,13.3392,70.3033,0.0,1047,0.2056166535742341,400,0,0,5092,0,0,5092,0,2842,806,397,0.5581304006284368,0.15828750981932443,0.07796543597800472
solana,0.8,6,25,701101.2,210.24,185.8310622776987,270.416067787298,287.5317610101111,0.08,525.6,13.3331,88.6459,0.0,1060,0.20167427701674276,400,0,0,5256,0,0,5256,0,2921,867,408,0.5557458143074582,0.1649543378995434,0.0776255707762557
solana,0.8,7,25,686944.72,209.24,208.24256312345585,300.2128062097396,322.6762352062447,0.12,523.1,13.6747,72.5865,0.0,1052,0.20110877461288473,400,0,0,5231,0,0,5231,0,2981,793,405,0.5698719174154081,0.1515962531064806,0.07742305486522653
solana,0.8,8,25,695401.48,210.96,215.46249483429207,297.38912798637676,317.82655790605344,0.12,527.4,12.9662,68.1858,0.0,1029,0.1951080773606371,400,0,0,5274,0,0,5274,0,3004,841,400,0.5695866514979143,0.15946150929086084,0.07584376185058779
solana,0.8,9,25,694701.76,208.36,191.2584965482147,277.28529236647927,298.29799299314146,0.0,520.9000000000001,11.6567,67.5323,0.0,1033,0.19831061624112115,400,0,0,5209,0,0,5209,0,2964,794,418,0.5690151660587445,0.15242848915338836,0.08024572854674601
solana,0.8,10,25,723875.44,208.64,196.42324077799688,267.2696086682697,292.6994996264392,0.0,521.5999999999999,13.189,82.9777,0.0,1019,0.19536042944785276,400,0,0,5216,0,0,5216,0,2909,835,453,0.557707055214724,0.16008435582822086,0.08684815950920245
solana,0.85,1,25,743157.2,209.16,195.94503117361404,270.86608225898544,295.28183439283913,0.04,522.9,13.5459,60.5849,0.0,810,0.1549053356282272,400,0,0,5229,0,0,5229,0,3122,834,463,0.5970548862115127,0.15949512335054503,0.08854465480971505
solana,0.85,2,25,726335.32,210.0,219.38354251547165,301.23787991895284,322.37395079325694,0.16,525.0,15.8307,78.9064,0.0,825,0.15714285714285714,400,0,0,5250,0,0,5250,0,3121,880,424,0.5944761904761905,0.1676190476190476,0.08076190476190476
solana,0.85,3,25,723140.16,207.8,205.60189871403585,297.85554035156565,331.5619129726397,0.08,519.5,14.2557,76.8901,0.0,812,0.1563041385948027,400,0,0,5195,0,0,5195,0,3082,876,425,0.5932627526467757,0.16862367661212704,0.08180943214629452
solana,0.85,4,25,735150.92,207.72,187.57593138585668,268.6184917514626,287.4248100571031,0.08,519.3,13.8913,78.2747,0.0,770,0.14827652609281725,400,0,0,5193,0,0,5193,0,3111,870,442,0.5990756787983824,0.16753321779318314,0.08511457731561718
solana,0.85,5,25,714845.32,203.68,222.74326575668252,302.44545335620467,317.85912162871904,0.12,509.20000000000005,14.0888,73.0149,0.0,766,0.15043205027494108,400,0,0,5092,0,0,5092,0,3036,869,421,0.596229379418696,0.1706598586017282,0.08267871170463473
solana,0.85,6,25,749760.16,210.24,182.24805114425462,270.6124098183441,286.75999520299985,0.04,525.6,14.4644,85.707,0.0,779,0.1482115677321157,400,0,0,5256,0,0,5256,0,3116,912,449,0.5928462709284628,0.1735159817351598,0.0854261796042618
solana,0.85,7,25,739702.64,209.24,232.3691517178987,324.0697882959796,348.6743355644148,0.2,523.1,14.8208,77.8145,0.0,746,0.14261135538138023,400,0,0,5231,0,0,5231,0,3180,860,445,0.6079143567195565,0.1644045115656662,0.08506977633339706
solana,0.85,8,25,736264.04,210.96,212.99375568351886,297.3555675898391,318.59053411593135,0.08,527.4,13.6537,76.491,0.0,751,0.14239666287447858,400,0,0,5274,0,0,5274,0,3193,906,424,0.605422828972317,0.17178612059158135,0.08039438756162305
solana,0.85,9,25,731279.2,208.36,183.6699572534829,274.3118235972167,284.5921750670014,0.04,520.9000000000001,12.1135,76.7244,0.0,781,0.14993280860049912,400,0,0,5209,0,0,5209,0,3120,874,434,0.5989633326934153,0.1677865233250144,0.08331733538107122
solana,0.85,10,25,757612.04,208.64,203.14479108561264,283.345734840268,301.93949099599007,0.12,521.5999999999999,13.7354,81.8126,0.0,755,0.14474693251533743,400,0,0,5216,0,0,5216,0,3117,870,474,0.5975843558282209,0.16679447852760737,0.09087423312883436
solana,0.9,1,25,788577.48,209.16,195.79192825232792,272.87295841090804,296.61481758370576,0.0,522.9,14.4156,75.9559,0.0,519,0.09925415949512335,400,0,0,5229,0,0,5229,0,3324,891,495,0.6356855995410212,0.1703958691910499,0.09466437177280551
solana,0.9,2,25,766213.8,210.0,238.71681811290827,324.6827746438852,348.97178876151827,0.24,525.0,16.6469,76.2143,0.0,531,0.10114285714285715,400,0,0,5250,0,0,5250,0,3339,932,448,0.636,0.17752380952380953,0.08533333333333333
solana,0.9,3,25,753951.04,207.8,175.00214229198357,266.7425135856206,299.91028288929755,0.04,519.5,14.7186,68.299,0.0,571,0.1099133782483157,400,0,0,5195,0,0,5195,0,3252,934,438,0.6259865255052935,0.17978825794032724,0.08431183830606352
solana,0.9,4,25,774220.04,207.72,184.64577121264404,271.3792622393796,289.1359024245015,0.12,519.3,14.5772,81.9191,0.0,517,0.09955709609089158,400,0,0,5193,0,0,5193,0,3274,937,465,0.6304640862699789,0.18043520123242826,0.08954361640670133
solana,0.9,5,25,765023.84,203.68,234.152964235113,311.2929450431553,326.099026728553,0.16,509.20000000000005,15.2823,80.8637,0.0,505,0.09917517674783975,400,0,0,5092,0,0,5092,0,3196,928,463,0.6276512175962293,0.18224666142969365,0.09092694422623723
solana,0.9,6,25,811298.52,210.24,174.1150515783358,262.265510382862,281.3753753874936,0.04,525.6,16.0223,100.318,0.0,488,0.0928462709284627,400,0,0,5256,0,0,5256,0,3286,977,505,0.6251902587519026,0.185882800608828,0.0960806697108067
solana,0.9,7,25,779694.76,209.24,217.60634040869977,318.5052897082151,336.9734221743438,0.28,523.1,15.5849,73.0948,0.0,503,0.09615752246224431,400,0,0,5231,0,0,5231,0,3326,933,469,0.635824890078379,0.17835977824507743,0.08965780921429937
solana,0.9,8,25,777118.12,210.96,217.44943479969038,300.0676618932027,319.69548411011965,0.12,527.4,14.4801,69.3279,0.0,510,0.09670079635949944,400,0,0,5274,0,0,5274,0,3340,973,451,0.6332954114524081,0.1844899507015548,0.08551384148653773
solana,0.9,9,25,782625.52,208.36,179.13786564158386,278.4787024382559,293.6910121311849,0.08,520.9000000000001,13.3191,88.3627,0.0,530,0.10174697638702246,400,0,0,5209,0,0,5209,0,3287,907,485,0.6310232290266846,0.17412171242081015,0.09310808216548282
solana,0.9,10,25,792365.6,208.64,195.4048868891632,273.6797680579598,297.1924651289594,0.04,521.5999999999999,14.2188,91.1212,0.0,520,0.09969325153374232,400,0,0,5216,0,0,5216,0,3268,936,492,0.6265337423312883,0.1794478527607362,0.09432515337423313
solana,0.95,1,25,828378.76,209.16,200.20657724828013,280.1107818038998,303.6988088392627,0.0,522.9,14.9735,75.9559,0.0,257,0.04914897685982023,400,0,0,5229,0,0,5229,0,3485,972,515,0.6664754255115701,0.18588640275387264,0.09848919487473705
solana,0.95,2,25,814607.24,210.0,236.31201200383268,319.4886821485456,342.428870959138,0.24,525.0,17.801,81.841,0.0,264,0.05028571428571429,400,0,0,5250,0,0,5250,0,3497,1006,483,0.6660952380952381,0.1916190476190476,0.092
solana,0.95,3,25,818623.92,207.8,196.2891681526526,288.94437256438664,325.2493750272172,0.12,519.5,16.3937,81.0935,0.0,273,0.05255052935514918,400,0,0,5195,0,0,5195,0,3417,1009,496,0.6577478344562079,0.19422521655437922,0.09547641963426372
solana,0.95,4,25,805120.24,207.72,185.65578868707948,269.2676707528439,286.1602453689639,0.04,519.3,15.0537,80.7624,0.0,273,0.05257076834199884,400,0,0,5193,0,0,5193,0,3454,986,480,0.6651261313306374,0.18987098016560755,0.09243212016175621
solana,0.95,5,25,809609.56,203.68,217.36020465359502,295.6631493146908,315.71769588026785,0.12,509.20000000000005,16.5,84.5829,0.0,239,0.04693637077769049,400,0,0,5092,0,0,5092,0,3404,943,506,0.6684996072270227,0.18519245875883739,0.09937156323644933
solana,0.95,6,25,836391.56,210.24,185.30414186922167,268.9083989679947,289.1547991237407,0.04,525.6,16.2192,85.2171,0.0,247,0.046993911719939115,400,0,0,5256,0,0,5256,0,3469,1030,510,0.6600076103500762,0.19596651445966515,0.09703196347031963
solana,0.95,7,25,812079.28,209.24,205.7304781960619,298.6976872903279,318.91957488295856,0.12,523.1,16.2112,75.382,0.0,257,0.049130185432995604,400,0,0,5231,0,0,5231,0,3518,966,490,0.6725291531255974,0.1846683234563181,0.0936723379850889
solana,0.95,8,25,804486.4,210.96,207.50011956292644,295.8611129216564,314.5018576657972,0.12,527.4,14.8166,70.5321,0.0,253,0.047971179370496775,400,0,0,5274,0,0,5274,0,3546,1014,461,0.6723549488054608,0.19226393629124006,0.08740993553280242
solana,0.95,9,25,821983.0,208.36,190.64828675444966,282.39144977145895,298.371009094456,0.12,520.9000000000001,13.8328,85.7929,0.0,270,0.05183336532923786,400,0,0,5209,0,0,5209,0,3445,990,504,0.661355346515646,0.19005567287387215,0.096755615281244
solana,0.95,10,25,828825.96,208.64,195.85498948728863,274.7935075175539,295.90001839658805,0.08,521.5999999999999,14.8735,94.8025,0.0,256,0.049079754601226995,400,0,0,5216,0,0,5216,0,3464,981,515,0.6641104294478528,0.18807515337423314,0.09873466257668712
