chain,pqc_fraction,seed,num_blocks,avg_block_size_bytes,avg_txs_per_block,avg_propagation_p50_ms,avg_propagation_p90_ms,avg_propagation_p95_ms,stale_rate,effective_tps,avg_verification_time_ms,max_verification_time_ms,verification_failure_rate,verification_failures,block_time_ms,mempool_total_accepted,mempool_total_evicted,mempool_total_rejected,mempool_final_size_bytes,mempool_final_tx_count,total_tx_generated,algo_counts_Ed25519,algo_distribution_Ed25519,algo_counts_ML-DSA-44,algo_counts_ML-DSA-65,algo_counts_SLH-DSA-128f,algo_distribution_ML-DSA-44,algo_distribution_ML-DSA-65,algo_distribution_SLH-DSA-128f
solana,0.4,8,25,5349791.96,1667.24,199.83940967103277,414.20909720007234,461.5323387969588,0.8,4168.1,107.7124,370.0095,0.0,0,400,41681,0,0,0,0,41681,24804,0.5950912885967228,5039,8477,3361,0.12089441232216118,0.2033780379549435,0.0806362611261726
solana,0.4,9,25,5328343.44,1671.76,138.60375837131136,319.28734795218384,393.0657014446079,0.04,4179.4,93.7535,364.2183,0.0,0,400,41794,0,0,0,0,41794,24947,0.5969038617983443,5089,8426,3332,0.12176388955352443,0.20160788629946882,0.07972436234866248
solana,0.4,10,25,5358098.76,1667.84,163.04122970561102,353.25837916842045,423.7399783451401,0.36,4169.599999999999,100.2261,374.2457,0.0,0,400,41696,0,0,0,0,41696,24870,0.596460092095165,4998,8433,3395,0.11986761320030698,0.20224961627014582,0.0814226784343822
solana,0.45,1,25,5923997.32,1668.52,173.84401487704807,411.1589045031124,484.44337842448846,0.76,4171.3,112.2112,372.4326,0.0,0,400,41713,0,0,0,0,41713,22971,0.550691630906432,5572,9343,3827,0.13357945964087933,0.2239829309807494,0.0917459784719392
solana,0.45,2,25,5914708.12,1663.16,186.83445998738108,403.9687248179686,465.48005210335623,0.96,4157.900000000001,139.3829,359.7716,0.0,0,400,41579,0,0,0,0,41579,22831,0.5490993049375887,5613,9321,3814,0.13499603165059285,0.2241756656004233,0.09172899781139518
solana,0.45,3,25,5869458.76,1659.4,156.895545712743,392.80089040146186,458.041352382166,0.64,4148.5,124.6269,366.8198,0.0,0,400,41485,0,0,0,0,41485,22815,0.5499578160781006,5626,9287,3757,0.13561528263227673,0.22386404724599251,0.09056285404363022
solana,0.45,4,25,5803038.8,1650.92,152.7709328008862,345.92113741240877,446.85638661450355,0.36,4127.3,116.0143,374.3267,0.0,0,400,41273,0,0,0,0,41273,22774,0.5517893053570131,5590,9216,3693,0.13543963365880843,0.2232936786761321,0.08947738230804642
solana,0.45,5,25,5907128.28,1662.32,228.679783109322,425.8956679373238,510.3231725334376,0.68,4155.8,124.5534,368.1967,0.0,0,400,41558,0,0,0,0,41558,22775,0.5480292603108908,5641,9355,3787,0.1357380047163001,0.22510707926271717,0.09112565571009192
solana,0.45,6,25,5920983.68,1668.56,143.7783539598304,342.881018494687,401.7545194420412,0.28,4171.4,121.6733,362.5283,0.0,0,400,41714,0,0,0,0,41714,22885,0.548616771347749,5737,9288,3804,0.1375317639161912,0.2226590593086254,0.09119240542743444
solana,0.45,7,25,5908906.44,1677.72,217.2063072534787,441.31293450942735,539.4644406563078,0.96,4194.3,124.3496,360.1673,0.0,0,400,41943,0,0,0,0,41943,23072,0.5500798703001692,5593,9543,3735,0.13334763846172187,0.2275230670195265,0.08904942421858236
solana,0.45,8,25,5930746.6,1667.24,195.8679769223798,417.5075716304426,481.18179721987735,0.96,4168.1,119.448,376.4525,0.0,0,400,41681,0,0,0,0,41681,22744,0.5456682901082027,5640,9531,3766,0.13531345217245266,0.22866533912334158,0.09035291859600297
solana,0.45,9,25,5931817.48,1671.76,141.11128479720898,343.04219627559314,420.8449561544914,0.16,4179.4,104.565,376.8389,0.0,0,400,41794,0,0,0,0,41794,22848,0.5466813418193999,5725,9449,3772,0.13698138488778294,0.2260850839833469,0.09025218930947027
solana,0.45,10,25,5997701.2,1667.72,199.29365297626632,404.0158697054179,476.90648653806767,0.84,4169.3,112.4223,368.8539,0.0,0,400,41696,0,0,52110,3,41696,22675,0.5438562828292519,5667,9476,3875,0.13592209723454776,0.22728035881323003,0.09294126112297028
solana,0.5,1,25,5999289.0,1620.4,279.8172038426169,491.868298602193,570.7179121948527,0.64,4051.0,108.9324,355.9162,0.0,0,400,41713,0,0,13381157,1203,41713,20833,0.5142680819550728,6056,9945,3676,0.14949395211058997,0.2454949395211059,0.0907430264132313
solana,0.5,2,25,5999196.2,1613.32,196.88827202642497,412.6540017429095,487.9408100647356,0.92,4033.2999999999997,136.3642,350.3494,0.0,0,400,41579,0,0,13594822,1246,41579,20644,0.5118389408176927,6058,9955,3676,0.15019958842635064,0.24682022165472442,0.09114124910123224
solana,0.5,3,25,5999266.0,1617.32,201.62649341679105,425.42337542160254,496.2650682038174,0.64,4043.2999999999997,122.7357,364.0728,0.0,0,400,41485,0,0,11532926,1052,41485,20742,0.5129968095367645,6094,9920,3677,0.1507184725348107,0.24534414958078796,0.09094056834763684
solana,0.5,4,25,5999326.48,1615.24,152.7675248547752,343.7220517717301,449.7836863745165,0.44,4038.1,115.8122,360.5388,0.0,0,400,41273,0,0,9715051,892,41273,20690,0.512369678809341,6089,9924,3678,0.15078873727743244,0.24575914415195266,0.09108243976127386
solana,0.5,5,25,5999282.44,1620.2,192.22784071756647,403.00024014397,499.7605949205913,0.88,4050.5,122.1349,372.2828,0.0,0,400,41558,0,0,11692231,1053,41558,20782,0.5130724601901,6063,10003,3657,0.14968522404641402,0.24695716578200222,0.09028514998148376
solana,0.5,6,25,5999343.44,1617.24,145.2567105538189,348.28718648498364,402.12108361520177,0.4,4043.1,118.256,349.1956,0.0,0,400,41714,0,0,14009133,1283,41714,20655,0.5108703717444535,6170,9956,3650,0.15260567386411417,0.24624669189483317,0.09027726249659915
solana,0.5,7,25,5998786.64,1633.6,217.92359607904552,449.61389179089247,548.6005155585775,0.96,4084.0,120.8718,350.9821,0.0,0,400,41943,0,0,12137648,1103,41943,21004,0.5142997061704212,6040,10202,3594,0.14789422135161606,0.24980411361410382,0.08800195886385896
solana,0.5,8,25,5999378.36,1619.6,232.88049911198567,449.84588942389075,506.5322526030235,0.96,4049.0,116.3395,363.6409,0.0,0,400,41681,0,0,12935537,1191,41681,20654,0.5101012595702643,6114,10107,3615,0.15100024697456163,0.24961718942948877,0.08928130402568535
solana,0.5,9,25,5999474.04,1625.16,142.36513075296662,342.3553028280128,418.6355731396616,0.12,4062.9,101.6621,351.9869,0.0,0,400,41794,0,0,12854604,1165,41794,20818,0.5123926259568289,6137,10049,3625,0.1510497427945556,0.24733564695168475,0.08922198429693076
solana,0.5,10,25,5998986.36,1617.76,162.74110205095528,375.20435216476176,447.6462694679332,0.84,4044.4,107.4408,356.49,0.0,0,400,41696,0,0,13927011,1252,41696,20644,0.5104341805953911,6128,10039,3633,0.15151814855108298,0.2482197606567105,0.08982791019681535
solana,0.55,1,25,5999890.8,1565.96,150.91815459613534,365.8010494312434,447.0628841602216,0.44,3914.9,104.1697,340.8038,0.0,0,400,41713,0,0,28021210,2564,41713,18732,0.47847965465273695,6423,10552,3442,0.1640654933714782,0.2695343431505275,0.08792050882525736
solana,0.55,2,25,5999766.28,1562.08,216.9540442478802,427.44259251600784,496.2198917012933,0.96,3905.2,130.3049,337.1438,0.0,0,400,41579,0,0,27196999,2527,41579,18670,0.4780805080405613,6471,10445,3466,0.1657021407354297,0.26746389429478645,0.08875345692922257
solana,0.55,3,25,5999772.16,1563.44,157.56648953914848,388.4844801718441,459.5004258347767,0.68,3908.6000000000004,117.3389,343.0005,0.0,0,400,41485,0,0,25877571,2399,41485,18655,0.4772808678299135,6489,10496,3446,0.16601852325640895,0.2685360487130942,0.08816456020058333
solana,0.55,4,25,5999606.24,1561.68,188.12678217399855,379.7685935543071,480.23049273244766,0.56,3904.2000000000003,111.4962,342.4969,0.0,0,400,41273,0,0,23849787,2231,41273,18705,0.47909943138158906,6521,10324,3492,0.16702525485374725,0.2644331745299933,0.08944213923467036
solana,0.55,5,25,5999856.36,1563.0,185.4375841558945,395.0743219785238,478.1936083964137,0.76,3907.5,116.5895,352.2814,0.0,0,400,41558,0,0,26788862,2483,41558,18625,0.47664747280870123,6464,10551,3435,0.1654254638515675,0.27001919385796547,0.08790786948176584
solana,0.55,6,25,5999822.56,1558.16,154.90242960140245,351.7419554722089,412.1367071825436,0.32,3895.4,112.853,337.8878,0.0,0,400,41714,0,0,29951037,2760,41714,18460,0.47389228320583254,6516,10552,3426,0.1672742208759049,0.2708836063048724,0.08794988961339015
solana,0.55,7,25,5999808.08,1579.28,174.3665692508425,415.399485546961,508.3829509582794,1.0,3948.2,115.9412,341.2159,0.0,0,400,41943,0,0,26576757,2461,41943,18927,0.47938300997923106,6485,10690,3380,0.16425206423180183,0.27075629400739576,0.08560863178157135
solana,0.55,8,25,5999843.08,1564.96,198.10253019531476,429.7276611980449,496.6880448358833,0.96,3912.4,110.6925,343.3435,0.0,0,400,41681,0,0,27931188,2557,41681,18549,0.4741079644208159,6502,10689,3384,0.16618955117063694,0.27320826091401695,0.08649422349453022
solana,0.55,9,25,5999546.76,1569.76,178.38460338583675,353.9073009567812,445.9020291564676,0.16,3924.4,96.7055,342.1276,0.0,0,400,41794,0,0,27827536,2550,41794,18711,0.47678626032004895,6555,10573,3405,0.1670319029660585,0.2694169809397615,0.08676485577413108
solana,0.55,10,25,5999392.44,1569.84,157.97591011645758,366.5622307755665,446.02954850787063,0.8,3924.6,102.2136,342.899,0.0,0,400,41696,0,0,27481507,2450,41696,18695,0.47635427814299547,6580,10571,3400,0.16766039851195028,0.2693522906793049,0.08663303266574937
solana,0.6,1,25,5999836.92,1509.28,153.25303672775613,375.86178455918457,448.39260055463257,0.64,3773.2,99.9141,333.5802,0.0,0,400,41713,0,0,42716048,3981,41713,16713,0.44293967984734445,6795,10955,3269,0.18008586875861338,0.29033711438566734,0.08663733700837485
solana,0.6,2,25,5999839.28,1509.8,195.00219854212085,416.0563585302794,485.4127773773603,0.92,3774.5,124.3667,328.14,0.0,0,400,41579,0,0,41751354,3834,41579,16646,0.4410120545767651,6882,10972,3245,0.18232878526957214,0.2906875082792423,0.08597165187442045
solana,0.6,3,25,5999637.64,1507.76,159.62202156590075,386.06466057477587,458.7232624075687,0.64,3769.4,111.8538,335.5893,0.0,0,400,41485,0,0,40901722,3791,41485,16585,0.43999044940839394,6861,11009,3239,0.1820183583594206,0.29206239719849314,0.08592879503369237
solana,0.6,4,25,5999823.0,1505.64,196.12842519857756,396.2368060001703,494.00246949601257,0.56,3764.1000000000004,105.9196,332.0114,0.0,0,400,41273,0,0,39304181,3632,41273,16538,0.43936133471480565,6880,10977,3246,0.18277941606227252,0.29162349565633217,0.08623575356658962
solana,0.6,5,25,5999862.68,1507.6,222.35418643483303,428.04057708981907,512.4890418987726,0.8,3769.0,110.9457,341.721,0.0,0,400,41558,0,0,41791255,3868,41558,16501,0.4378084372512603,6925,11051,3213,0.1837357389227912,0.2932077474131069,0.0852480764128416
solana,0.6,6,25,5999841.84,1506.6,153.54459999276347,351.6377857067244,398.1905722419023,0.4,3766.5,106.554,318.6414,0.0,0,400,41714,0,0,44428551,4049,41714,16362,0.4344086021505376,6948,11188,3167,0.18446833930704898,0.2970396920217709,0.08408336652064251
solana,0.6,7,25,5999848.68,1521.72,174.873272107875,413.8679125628342,508.1804086272023,0.96,3804.3,109.9694,325.0056,0.0,0,400,41943,0,0,42368296,3900,41943,16735,0.4398969587046237,6965,11187,3156,0.18308230160607733,0.2940619824934942,0.08295875719580474
solana,0.6,8,25,5999833.16,1505.04,185.9944467459315,426.5393340425477,485.80652177112853,0.96,3762.6,105.9694,339.5819,0.0,0,400,41681,0,0,42932962,4055,41681,16395,0.43573592728432464,6890,11149,3192,0.18311805666294584,0.29631106150002656,0.08483495455270292
solana,0.6,9,25,5999544.68,1512.68,151.2741564705628,340.4009758947543,425.4233802227298,0.12,3781.7000000000003,92.7411,326.8569,0.0,0,400,41794,0,0,42710934,3977,41794,16629,0.4397228759552582,6878,11107,3203,0.18187587592881507,0.2937038897850173,0.08469735833090938
solana,0.6,10,25,5999842.84,1517.92,169.86891508309768,378.8511850007105,454.6897404921449,0.72,3794.8,97.6023,332.5802,0.0,0,400,41696,0,0,41122868,3748,41696,16687,0.4397333192790134,7002,11075,3184,0.1845156529988405,0.2918467376409824,0.0839042900811637
solana,0.65,1,25,5999826.08,1454.6,158.60625881119248,380.8749531161533,457.6183827369545,0.64,3636.5,94.639,315.0316,0.0,0,400,41713,0,0,57565281,5348,41713,14552,0.400164993812732,7260,11530,3023,0.1996425134057473,0.31706311013337,0.08312938264815069
solana,0.65,2,25,5999860.04,1455.0,196.10351455672446,421.61596995823214,492.8596516376659,0.96,3637.5,118.016,312.0786,0.0,0,400,41579,0,0,56876768,5204,41579,14524,0.3992852233676976,7297,11543,3011,0.20060481099656358,0.31733333333333336,0.08277663230240549
solana,0.65,3,25,5999794.12,1453.32,157.7412264165927,395.5302081958613,460.80166996953864,0.84,3633.2999999999997,105.2747,312.7472,0.0,0,400,41485,0,0,55808379,5152,41485,14369,0.3954806924834173,7298,11703,2963,0.20086422811218452,0.32210387251259187,0.08155120689180635
solana,0.65,4,25,5999795.8,1452.76,161.0904230739697,360.4446443428303,464.5582893333781,0.56,3631.9,100.3027,316.5069,0.0,0,400,41273,0,0,54615598,4954,41273,14477,0.39860678983452186,7286,11541,3015,0.2006112503097552,0.3177675596795066,0.08301440017621631
solana,0.65,5,25,5999857.12,1456.88,180.42245150668828,390.9975493544844,476.25009064572083,0.72,3642.2000000000003,105.0788,318.8277,0.0,0,400,41558,0,0,56070099,5136,41558,14459,0.3969853385316567,7337,11660,2966,0.20144418208774917,0.3201361814288068,0.08143429795178739
solana,0.65,6,25,5999835.64,1456.68,162.5734889098433,350.9377977773978,402.2828228473625,0.28,3641.7000000000003,100.9877,301.0257,0.0,0,400,41714,0,0,57973944,5297,41714,14382,0.3949254469066645,7339,11761,2935,0.20152675948046242,0.3229535656424197,0.08059422797045336
solana,0.65,7,25,5999826.6,1464.44,221.2436715543627,464.0893654767262,552.9428719381891,0.96,3661.1000000000004,104.6468,310.1748,0.0,0,400,41943,0,0,57690604,5332,41943,14584,0.39835022261069075,7325,11771,2931,0.20007647974652426,0.321515391548988,0.08005790609379694
solana,0.65,8,25,5999820.72,1454.52,203.46454070053267,429.9684263306125,500.0304133798329,0.96,3636.3,100.4774,323.8095,0.0,0,400,41681,0,0,56971461,5318,41681,14394,0.3958419272337266,7329,11676,2964,0.20155102714297501,0.3210956191733355,0.08151142644996287
solana,0.65,9,25,5999831.16,1453.8,192.20530915710162,381.4470773965743,459.07515432445143,0.24,3634.5,88.1229,319.1659,0.0,0,400,41794,0,0,58421089,5449,41794,14416,0.3966432796808364,7337,11609,2983,0.20187095886641904,0.3194111982390975,0.08207456321364699
solana,0.65,10,25,5999842.4,1461.72,155.03134493848947,374.77043180673695,450.66046119300285,0.84,3654.3,93.5294,322.1685,0.0,0,400,41696,0,0,55670668,5153,41696,14631,0.40037763730399806,7394,11526,2992,0.20233697288126318,0.31540924390444136,0.08187614591029746
solana,0.7,1,25,5999824.6,1401.32,147.26088722184832,366.27663769740866,442.4649903854965,0.52,3503.2999999999997,89.6716,300.3626,0.0,0,400,41713,0,0,72668094,6680,41713,12517,0.35729169640053665,7596,12121,2799,0.21682413724202895,0.34598806839265833,0.07989609796477606
solana,0.7,2,25,5999809.16,1405.52,191.76802588546408,411.53781015263814,492.041159025452,0.96,3513.8,111.444,300.3827,0.0,0,400,41579,0,0,70193202,6441,41579,12557,0.35736239968125677,7731,12065,2785,0.22001821389948203,0.3433604644544368,0.07925892196482441
solana,0.7,3,25,5999819.64,1396.96,158.57002568550408,383.75405914011304,448.039672499384,0.6,3492.4,100.7924,303.7689,0.0,0,400,41485,0,0,70501064,6561,41485,12344,0.35345321269041347,7648,12151,2781,0.21898980643683427,0.347926927041576,0.07963005383117627
solana,0.7,4,25,5999852.88,1394.48,157.06731508859505,360.6707014123959,460.43867522076135,0.56,3486.2,95.3509,303.2227,0.0,0,400,41273,0,0,69771897,6411,41273,12327,0.3535941713039986,7590,12150,2795,0.2177155642246572,0.3485170099248465,0.08017325454649762
solana,0.7,5,25,5999827.56,1400.32,170.92777359882194,374.5937362359332,462.9474529464331,0.68,3500.7999999999997,99.9962,306.8679,0.0,0,400,41558,0,0,70910347,6550,41558,12312,0.351691042047532,7764,12189,2743,0.22177787934186471,0.34817755941499084,0.07835351919561243
solana,0.7,6,25,5999817.72,1399.44,153.95558342575433,345.4811416144696,401.45812192284467,0.32,3498.6000000000004,96.3254,297.1012,0.0,0,400,41714,0,0,72803907,6728,41714,12291,0.35131195335276966,7686,12275,2734,0.21968787515006002,0.3508546275653118,0.07814554393185846
solana,0.7,7,25,5999820.32,1405.52,182.79833705518678,413.00441256604586,519.081598177871,0.96,3513.8,99.1869,290.697,0.0,0,400,41943,0,0,73907238,6805,41943,12406,0.3530650577722124,7729,12284,2719,0.21996129546360066,0.34959303318344814,0.0773806135807388
solana,0.7,8,25,5999851.68,1398.76,222.16617635748264,450.50825564394756,507.6122165427556,1.0,3496.9,95.7732,308.5212,0.0,0,400,41681,0,0,72491230,6712,41681,12303,0.3518259029426063,7731,12182,2753,0.2210815293545712,0.34836569533014955,0.07872687237267294
solana,0.7,9,25,5999836.48,1405.28,148.87415163227107,331.46077174699735,428.27299925332636,0.04,3513.2,83.3932,304.2473,0.0,0,400,41794,0,0,72440013,6662,41794,12451,0.35440623932597065,7749,12188,2744,0.22056814300352953,0.3469201867243539,0.07810543094614597
solana,0.7,10,25,5999860.76,1407.84,154.22557111408696,369.87097020490006,451.04660425159165,0.88,3519.6,88.5051,297.608,0.0,0,400,41696,0,0,70312161,6500,41696,12550,0.3565746107512217,7831,12047,2768,0.222496874644846,0.34228321400159106,0.07864530060234118
solana,0.75,1,25,5999842.12,1345.56,146.60571073912317,352.6673622010396,428.8147211031651,0.56,3363.8999999999996,84.6343,286.5989,0.0,0,400,41713,0,0,88469888,8074,41713,10372,0.30833259014833975,8010,12691,2566,0.23811647195219834,0.3772704301554743,0.07628050774398763
solana,0.75,2,25,5999819.8,1347.8,187.52101236640559,405.4202688974489,474.35150462540724,0.88,3369.5,105.6746,282.1749,0.0,0,400,41579,0,0,85415364,7884,41579,10383,0.30814660928921206,8113,12641,2558,0.24077756343671167,0.375159519216501,0.07591630805757531
solana,0.75,3,25,5999822.68,1345.2,176.54160389793935,409.57387536811586,471.2192349035998,0.76,3363.0,94.7425,284.5771,0.0,0,400,41485,0,0,85067703,7855,41485,10248,0.3047279214986619,8071,12787,2524,0.2399940529289325,0.38022598870056495,0.07505203687184062
solana,0.75,4,25,5999839.92,1341.68,203.63552659272915,394.21401401233646,497.662647856165,0.6,3354.2000000000003,89.996,295.8717,0.0,0,400,41273,0,0,83915480,7731,41273,10284,0.30660067974479754,8043,12638,2577,0.2397889213523344,0.37678134875678254,0.0768290501460855
solana,0.75,5,25,5999844.92,1342.6,178.05934696936308,391.2632992476673,468.19408774575777,0.84,3356.5,94.3255,293.3782,0.0,0,400,41558,0,0,86267582,7993,41558,10179,0.30326232682854165,8147,12705,2534,0.24272307463131237,0.37851929092805003,0.07549530761209593
solana,0.75,6,25,5999503.48,1352.4,154.73215485078728,345.292909302051,402.9548521373841,0.32,3381.0,91.2967,279.6109,0.0,0,400,41714,0,0,85815197,7904,41714,10412,0.30795622596864836,8171,12703,2524,0.24167406092871932,0.3757172434191068,0.07465246968352558
solana,0.75,7,25,5999825.12,1352.56,172.11385121840456,418.91861697772083,511.9097647513313,0.96,3381.3999999999996,93.9145,282.6372,0.0,0,400,41943,0,0,87435853,8129,41943,10375,0.30682557520553616,8119,12820,2500,0.24010764771987933,0.3791329035310818,0.07393387354350268
solana,0.75,8,25,5999803.88,1343.96,233.31615059518614,448.0070968088239,507.989308953779,0.96,3359.9,91.1734,296.8455,0.0,0,400,41681,0,0,85936134,8082,41681,10349,0.3080151194976041,8076,12591,2583,0.24036429655644515,0.3747432959314265,0.07687728801452424
solana,0.75,9,25,5999822.92,1348.68,148.01561353836283,336.1970036013843,425.69355627244926,0.04,3371.7000000000003,79.2303,281.6562,0.0,0,400,41794,0,0,87328117,8077,41794,10335,0.30652193255627724,8176,12671,2535,0.24248895216063113,0.3758044903164576,0.07518462496663404
solana,0.75,10,25,5999841.0,1349.2,160.864822549323,374.2870482841585,453.7625601874353,0.88,3373.0,83.6288,288.7394,0.0,0,400,41696,0,0,86410952,7966,41696,10397,0.3082419211384524,8176,12601,2556,0.24239549362585236,0.3735843462792766,0.07577823895641862
solana,0.8,1,25,5999804.2,1292.44,225.5401894655427,435.97469082533695,515.2046578416912,0.56,3231.1000000000004,79.428,268.6969,0.0,0,400,41713,389,0,98855926,9013,41713,8294,0.2566927671690755,8483,13195,2339,0.2625421683018167,0.40837485685989294,0.07239020766921482
solana,0.8,2,25,5999487.52,1298.8,203.78332691451772,417.52770221440505,487.1334065616887,0.96,3247.0,99.3375,266.3682,0.0,0,400,41579,9,0,98849107,9100,41579,8438,0.25987064983061287,8474,13232,2326,0.2609793655682168,0.4075146288882045,0.07163535571296581
solana,0.8,3,25,5999856.68,1298.44,182.95825109215278,408.7745881691109,479.753473762107,0.76,3246.1000000000004,88.2042,260.4813,0.0,0,400,41485,0,0,98284421,9024,41485,8281,0.2551061273528234,8485,13431,2264,0.2613905917870676,0.4137580481192816,0.06974523274082746
solana,0.8,4,25,5999267.04,1292.64,186.09744881981004,366.2813103547535,477.5815409936355,0.4,3231.6000000000004,84.7951,269.7324,0.0,0,400,41273,0,0,97445784,8957,41273,8332,0.25782893922515165,8459,13176,2349,0.26175888104963485,0.40772372818418123,0.0726884515410323
solana,0.8,5,25,5999750.48,1293.16,196.044042662241,403.7362358349744,484.97732680109306,0.68,3232.9,88.6999,287.1618,0.0,0,400,41558,119,0,98854133,9110,41558,8232,0.25463206409106376,8510,13280,2307,0.26323115469083486,0.4107767020322311,0.07136007918587027
solana,0.8,6,25,5999753.72,1298.44,180.7541762688842,365.61805381793465,408.83148873497566,0.36,3246.1000000000004,85.5821,266.5112,0.0,0,400,41714,116,0,98855625,9137,41714,8305,0.2558454761097933,8584,13285,2287,0.2644404054095684,0.40926034318104804,0.07045377529959028
solana,0.8,7,25,5999670.12,1301.6,180.68414930709375,417.0717853931526,520.7577304559762,0.96,3254.0,87.7575,267.1893,0.0,0,400,41943,343,0,98852963,9060,41943,8292,0.2548248309772588,8565,13441,2242,0.26321450522433926,0.41306084818684696,0.068899815611555
solana,0.8,8,25,5999826.72,1297.28,186.08288597833985,422.32956052125934,480.968985956098,0.96,3243.2,85.0681,270.2726,0.0,0,400,41681,79,0,98848322,9170,41681,8304,0.2560434139121855,8598,13228,2302,0.26510853478046376,0.4078687715836211,0.07097927972372965
solana,0.8,9,25,5999782.8,1298.08,141.400649645782,334.16368406692914,422.7646990832891,0.12,3245.2,74.0961,266.5523,0.0,0,400,41794,215,0,98853694,9127,41794,8304,0.2558856156785406,8601,13254,2293,0.2650375939849624,0.40841858745223714,0.07065820288425984
solana,0.8,10,25,5999526.8,1297.56,157.5654408714481,365.0584484315555,446.97216993414537,0.72,3243.8999999999996,78.3763,267.2652,0.0,0,400,41696,160,0,98841039,9097,41696,8299,0.2558340269428774,8614,13228,2298,0.26554456055981995,0.40778075772989303,0.0708406547674096
solana,0.85,1,25,5999119.32,1238.28,150.67268522836716,365.2946503278699,450.58881428604326,0.52,3095.7,74.9371,253.5476,0.0,0,400,41713,1672,0,98841632,9084,41713,6219,0.20089155925961819,8886,13737,2115,0.2870433181509836,0.44374454889039633,0.06832057369900184
solana,0.85,2,25,5999017.72,1242.44,209.45794960128347,428.4599044110533,494.4894867282723,1.0,3106.1000000000004,93.3844,256.0001,0.0,0,400,41579,1418,0,98853284,9100,41579,6331,0.20382473197900905,8985,13617,2128,0.28926950194778017,0.4383954154727794,0.06851035060043141
solana,0.85,3,25,5999523.2,1242.92,160.94134948907222,385.8538441859995,453.8061235738089,0.72,3107.3,83.3615,253.0885,0.0,0,400,41485,1284,0,98855159,9128,41485,6254,0.20126798184919384,8838,13910,2071,0.28442699449683007,0.4476555208702089,0.06664950278376726
solana,0.85,4,25,5999679.12,1236.52,174.40201597771997,367.1523801086023,483.5187326462196,0.56,3091.3,79.5513,265.4785,0.0,0,400,41273,1318,0,98844833,9042,41273,6152,0.19901012519004949,8836,13824,2101,0.2858344385857083,0.44719050237764046,0.06796493384660175
solana,0.85,5,25,5999048.44,1239.72,176.93597889950695,389.2164535248843,482.63087138810056,0.68,3099.3,83.8463,265.0367,0.0,0,400,41558,1439,0,98846281,9126,41558,6208,0.20030329429225954,8961,13721,2103,0.289129803504017,0.4427128706482109,0.06785403155551253
solana,0.85,6,25,5999378.28,1243.12,158.08755292732124,348.53217011222455,407.83402735101095,0.32,3107.7999999999997,80.3315,244.6125,0.0,0,400,41714,1414,0,98858948,9222,41714,6206,0.1996910998133728,8974,13833,2065,0.288757320290881,0.44510586266812535,0.06644571722762083
solana,0.85,7,25,5999730.36,1246.0,170.78917361246167,385.50434675377176,496.79737879997776,0.92,3115.0,83.067,247.4029,0.0,0,400,41943,1703,0,98844901,9090,41943,6282,0.201669341894061,8940,13867,2061,0.2869983948635634,0.4451685393258427,0.0661637239165329
solana,0.85,8,25,5999384.56,1239.12,222.5336125753338,441.1301958792805,511.21895293267227,0.96,3097.7999999999997,80.4756,266.6601,0.0,0,400,41681,1523,0,98842067,9180,41681,6210,0.20046484601975595,8980,13674,2114,0.28988314287558914,0.4414100329265931,0.06824197817806185
solana,0.85,9,25,5999235.76,1245.56,131.9364684723913,323.3886508260856,399.2306305789145,0.08,3113.8999999999996,70.0917,256.0073,0.0,0,400,41794,1455,0,98855476,9200,41794,6342,0.2036674266996371,9016,13680,2101,0.28954044767012427,0.4393204662962844,0.0674716593339542
solana,0.85,10,25,5999532.2,1239.84,157.717581499974,367.40844587184904,451.8708240797772,0.72,3099.6,73.6583,258.4153,0.0,0,400,41696,1579,0,98853725,9121,41696,6138,0.19802555168408828,9053,13721,2084,0.2920699445089689,0.4426700219383146,0.06723448186862821
solana,0.9,1,25,5999281.88,1184.64,166.9957298190663,382.56048649388015,462.57023532445396,0.56,2961.6000000000004,69.4022,244.8829,0.0,0,400,41713,3016,0,98843894,9081,41713,4100,0.13843868179362506,9300,14347,1869,0.3140194489465154,0.4844340896812534,0.06310777957860617
solana,0.9,2,25,5999336.4,1189.4,195.68589707754043,413.32803632854086,486.41804218512885,0.96,2973.5,87.0553,245.05,0.0,0,400,41579,2736,0,98852732,9108,41579,4202,0.14131494871363712,9430,14228,1875,0.3171346897595426,0.47849335799562803,0.0630570035311922
solana,0.9,3,25,5998884.24,1192.4,227.54939319229487,451.1536110616976,513.4841721568041,0.84,2981.0,77.0741,239.3722,0.0,0,400,41485,2593,0,98845117,9082,41485,4211,0.14126132170412614,9274,14502,1823,0.3111036564911104,0.4864810466286481,0.0611539751761154
solana,0.9,4,25,5999667.24,1183.68,192.40758914857128,376.58778197048116,482.04833355537556,0.48,2959.2000000000003,75.0486,242.8096,0.0,0,400,41273,2600,0,98844156,9081,41273,4180,0.1412543930792106,9317,14177,1918,0.3148486077318194,0.4790821843741552,0.06481481481481481
solana,0.9,5,25,5998764.2,1186.0,173.4209367445706,383.5610578943335,470.65290396771627,0.68,2965.0,78.2737,244.0651,0.0,0,400,41558,2776,0,98846623,9132,41558,4155,0.14013490725126476,9284,14337,1874,0.3131197301854975,0.48354131534569983,0.06320404721753795
