chain,pqc_fraction,seed,num_blocks,avg_block_size_bytes,avg_txs_per_block,avg_propagation_p50_ms,avg_propagation_p90_ms,avg_propagation_p95_ms,stale_rate,effective_tps,avg_verification_time_ms,max_verification_time_ms,verification_failure_rate,algo_counts_Ed25519,algo_distribution_Ed25519,block_time_ms,mempool_final_size_bytes,mempool_final_tx_count,mempool_total_accepted,mempool_total_evicted,mempool_total_rejected,total_tx_generated,verification_failures,algo_counts_ML-DSA-44,algo_counts_ML-DSA-65,algo_distribution_ML-DSA-44,algo_distribution_ML-DSA-65
solana,0.5,10,25,4159469.44,1667.84,144.39453016892037,298.7180913185173,352.40157971298976,0.08,4169.599999999999,24.2106,113.1531,0.0,20644,0.49510744435917114,400,0,0,41696,0,0,41696,0,12540,8512,0.30074827321565617,0.20414428242517269
solana,0.55,1,25,4484773.28,1668.52,132.03922950927853,309.21501951076215,362.41050639529334,0.12,4171.3,25.6735,108.9272,0.0,18743,0.44933234243521203,400,0,0,41713,0,0,41713,0,13704,9266,0.3285306738906336,0.22213698367415435
solana,0.55,2,25,4469092.92,1663.16,171.0741120197112,340.0955432431035,391.1349335459133,0.24,4157.900000000001,31.9343,108.2644,0.0,18670,0.44902474806993914,400,0,0,41579,0,0,41579,0,13724,9185,0.33007046826523007,0.2209047836648308
solana,0.55,3,25,4453794.64,1659.4,159.51479360864838,330.9178420515769,391.75332150931064,0.12,4148.5,28.6864,109.6016,0.0,18655,0.4496806074484754,400,0,0,41485,0,0,41485,0,13686,9144,0.3299023743521755,0.22041701819934917
solana,0.55,4,25,4402457.28,1650.92,181.19106775931098,330.4141618374939,389.63500434639303,0.2,4127.3,26.7812,111.6469,0.0,18706,0.45322608000387665,400,0,0,41273,0,0,41273,0,13589,8978,0.32924672303927505,0.2175271969568483
solana,0.55,5,25,4469279.6,1662.32,176.41610503151986,321.4545910248335,404.1803835193091,0.16,4155.8,28.6106,110.4739,0.0,18631,0.4483132008277588,400,0,0,41558,0,0,41558,0,13777,9150,0.3315125848212137,0.2201742143510275
solana,0.55,6,25,4534355.4,1668.56,147.45700238176948,299.82340609761803,341.75998614463856,0.04,4171.4,28.1585,106.0884,0.0,18465,0.4426571414872705,400,0,0,41714,0,0,41714,0,13836,9413,0.3316872033370092,0.2256556551757204
solana,0.55,7,25,4481902.32,1677.72,181.74261416651342,352.76158200507257,434.14381548805073,0.16,4194.3,28.862,107.5728,0.0,18928,0.45127911689674083,400,0,0,41943,0,0,41943,0,13955,9060,0.33271344443649714,0.21600743866676203
solana,0.55,8,25,4506987.72,1667.24,180.34511525283224,356.7286637809084,406.1518923788659,0.28,4168.1,27.6535,110.3697,0.0,18559,0.4452628295866222,400,0,0,41681,0,0,41681,0,13847,9275,0.3322137184808426,0.2225234519325352
solana,0.55,9,25,4496151.88,1671.76,137.4170751001989,293.58697644355544,355.49651336527785,0.04,4179.4,24.1341,109.8604,0.0,18711,0.44769584150835046,400,0,0,41794,0,0,41794,0,13918,9165,0.3330143082739149,0.21928985021773462
solana,0.55,10,25,4488068.08,1667.84,151.30701708115058,316.1991140888584,372.4658069847272,0.16,4169.599999999999,25.451,110.6803,0.0,18695,0.4483643514965464,400,0,0,41696,0,0,41696,0,13751,9250,0.3297918265541059,0.22184382194934765
solana,0.6,1,25,4825139.92,1668.52,159.38268404309378,345.4817190789961,412.0440666619406,0.32,4171.3,26.9228,106.5439,0.0,16740,0.4013137391220962,400,0,0,41713,0,0,41713,0,14905,10068,0.35732265720518785,0.24136360367271595
solana,0.6,2,25,4812366.88,1663.16,187.820865644313,364.3601746851806,414.99661599233195,0.56,4157.900000000001,33.6428,105.9907,0.0,16655,0.40056278409774165,400,0,0,41579,0,0,41579,0,14918,10006,0.35878688761153466,0.2406503282907237
solana,0.6,3,25,4805434.76,1659.4,148.31303536081606,327.4078866855413,387.6004622144668,0.08,4148.5,30.308,107.6658,0.0,16585,0.3997830541159455,400,0,0,41485,0,0,41485,0,14929,9971,0.35986501144992167,0.24035193443413283
solana,0.6,4,25,4771674.8,1650.92,151.49027976734672,304.5297860825562,381.18623086551736,0.24,4127.3,28.3565,109.5759,0.0,16545,0.40086739514937125,400,0,0,41273,0,0,41273,0,14852,9876,0.35984784241513823,0.23928476243549052
solana,0.6,5,25,4827900.84,1662.32,173.81084255604878,344.0171447757847,415.8217677775759,0.24,4155.8,30.2665,108.0857,0.0,16513,0.39734828432552094,400,0,0,41558,0,0,41558,0,15068,9977,0.36257760238702536,0.24007411328745368
solana,0.6,6,25,4887036.72,1668.56,149.66503636391906,315.1691012418223,359.08865911972845,0.16,4171.4,29.6669,104.2067,0.0,16387,0.3928417317926835,400,0,0,41714,0,0,41714,0,15089,10238,0.36172508030876926,0.24543318789854726
solana,0.6,7,25,4854539.56,1677.72,153.28007640930275,351.0537948755983,432.0113910880857,0.32,4194.3,30.6004,105.1585,0.0,16754,0.39944686836897697,400,0,0,41943,0,0,41943,0,15206,9983,0.36253963712657655,0.2380134945044465
solana,0.6,8,25,4868599.08,1667.24,175.57845954660397,373.717072450051,423.60827605861573,0.36,4168.1,29.1807,108.0606,0.0,16436,0.39432835104723973,400,0,0,41681,0,0,41681,0,15106,10139,0.3624193277512536,0.2432523212015067
solana,0.6,9,25,4846439.76,1671.76,140.75123124681323,305.6417977871374,365.4325339420636,0.08,4179.4,25.442,107.4697,0.0,16636,0.39804756663635926,400,0,0,41794,0,0,41794,0,15200,9958,0.36368856773699576,0.23826386562664498
solana,0.6,10,25,4825208.16,1667.84,149.0493879149762,324.87736257608327,389.3046186525519,0.12,4169.599999999999,26.7611,109.0442,0.0,16694,0.4003741366078281,400,0,0,41696,0,0,41696,0,14998,10004,0.3596987720644666,0.2399270913277053
solana,0.65,1,25,5187929.72,1668.52,142.1226460922167,341.0977556851421,410.42872206779793,0.2,4171.3,28.4346,104.5856,0.0,14611,0.3502744947618249,400,0,0,41713,0,0,41713,0,16165,10937,0.38752906767674344,0.2621964375614317
solana,0.65,2,25,5171867.48,1663.16,173.8578422931553,357.66162441454287,416.39416531655746,0.52,4157.900000000001,35.4089,103.5351,0.0,14536,0.3495995574689146,400,0,0,41579,0,0,41579,0,16198,10845,0.3895716587700522,0.2608287837610332
solana,0.65,3,25,5173324.64,1659.4,148.28046027861382,348.54975171450866,415.2467062973335,0.48,4148.5,31.8525,104.882,0.0,14410,0.34735446546944676,400,0,0,41485,0,0,41485,0,16261,10814,0.39197300228998433,0.26067253224056885
solana,0.65,4,25,5126632.48,1650.92,142.72248261949676,307.2102523792357,401.45298027536285,0.16,4127.3,29.9445,106.516,0.0,14477,0.3507619993700482,400,0,0,41273,0,0,41273,0,16034,10762,0.3884864196932619,0.2607515809366898
solana,0.65,5,25,5174521.4,1662.32,168.19399136428225,355.8134391353079,418.13866151733185,0.28,4155.8,31.7345,105.94,0.0,14467,0.3481158862312912,400,0,0,41558,0,0,41558,0,16312,10779,0.39251167043649837,0.2593724433322104
solana,0.65,6,25,5217802.04,1668.56,149.04041820426787,324.32393815211935,365.1049845573166,0.12,4171.4,31.0473,102.0384,0.0,14421,0.34571127199501367,400,0,0,41714,0,0,41714,0,16322,10971,0.3912835019417941,0.2630052260631922
solana,0.65,7,25,5218539.12,1677.72,162.5466265667841,375.649893502696,459.66080517200623,0.64,4194.3,32.2135,103.0165,0.0,14615,0.34844908566387717,400,0,0,41943,0,0,41943,0,16480,10848,0.3929141930715495,0.2586367212645734
solana,0.65,8,25,5203149.6,1667.24,182.2121542073133,385.9305367900648,441.5843575705119,0.56,4168.1,30.6655,106.0868,0.0,14465,0.34704061802739855,400,0,0,41681,0,0,41681,0,16294,10922,0.39092152299608934,0.2620378589765121
solana,0.65,9,25,5221346.64,1671.76,137.67240462698788,312.177700414048,385.2649200477523,0.04,4179.4,26.8732,105.3755,0.0,14467,0.34615016509546825,400,0,0,41794,0,0,41794,0,16397,10930,0.39232904244628414,0.2615207924582476
solana,0.65,10,25,5174404.16,1667.84,176.3678542519826,358.1046358662227,429.7692491590094,0.2,4169.599999999999,28.1932,106.4971,0.0,14653,0.3514245970836531,400,0,0,41696,0,0,41696,0,16183,10860,0.38811876438986953,0.2604566385264774
solana,0.7,1,25,5540480.52,1668.52,147.1348971796099,354.12307848777056,425.1601650753548,0.44,4171.3,29.8289,102.6457,0.0,12536,0.3005298108503344,400,0,0,41713,0,0,41713,0,17410,11767,0.41737587802363774,0.28209431112602784
solana,0.7,2,25,5505163.48,1663.16,180.4583289666402,381.95546734377984,441.4926158056517,0.72,4157.900000000001,37.0327,102.4255,0.0,12569,0.3022920224151615,400,0,0,41579,0,0,41579,0,17393,11617,0.4183121287188244,0.2793958488660141
solana,0.7,3,25,5521857.56,1659.4,188.97844476059308,394.7857581819545,456.0523292085768,0.48,4148.5,33.5034,103.2228,0.0,12358,0.2978908039050259,400,0,0,41485,0,0,41485,0,17494,11633,0.42169458840544777,0.2804146076895263
solana,0.7,4,25,5488754.76,1650.92,175.8682042620156,354.59344333285514,444.31222747595274,0.36,4127.3,31.3185,104.2025,0.0,12361,0.2994936156809537,400,0,0,41273,0,0,41273,0,17261,11651,0.4182152981367965,0.2822910861822499
solana,0.7,5,25,5536630.24,1662.32,179.15917070898368,376.95702085772695,448.2652223218515,0.68,4155.8,33.3178,103.7944,0.0,12341,0.29695846768371914,400,0,0,41558,0,0,41558,0,17573,11644,0.4228548053323067,0.2801867269839742
solana,0.7,6,25,5571233.68,1668.56,147.74238560124013,330.3807845813623,372.7617244923404,0.12,4171.4,32.5978,99.7625,0.0,12337,0.29575202569880615,400,0,0,41714,0,0,41714,0,17583,11794,0.4215131610490483,0.28273481325214556
solana,0.7,7,25,5588475.64,1677.72,174.3296731818515,391.01572557481114,490.92375971818154,0.92,4194.3,33.8033,100.9652,0.0,12452,0.2968790978232363,400,0,0,41943,0,0,41943,0,17738,11753,0.4229072789261617,0.280213623250602
solana,0.7,8,25,5567952.44,1667.24,183.01261101936532,406.3526835039055,454.97249959881725,0.72,4168.1,32.1887,103.8894,0.0,12323,0.2956502962980735,400,0,0,41681,0,0,41681,0,17565,11793,0.4214150332285694,0.2829346704733572
solana,0.7,9,25,5558623.96,1671.76,135.01927661626968,332.51009939058093,393.3444792385716,0.12,4179.4,28.1364,102.9848,0.0,12468,0.29832033306216205,400,0,0,41794,0,0,41794,0,17635,11691,0.4219505192132842,0.27972914772455376
solana,0.7,10,25,5524034.2,1667.84,157.49676688008037,352.25590015969215,422.780198472573,0.48,4169.599999999999,29.478,104.0986,0.0,12580,0.30170759785111284,400,0,0,41696,0,0,41696,0,17469,11647,0.41896105141980045,0.2793313507290867
solana,0.75,1,25,5907691.72,1668.52,148.52608042925826,365.7547700120179,442.09177414677595,0.52,4171.3,31.287,100.6874,0.0,10393,0.24915493970704577,400,0,0,41713,0,0,41713,0,18645,12675,0.44698295495409107,0.3038621053388632
solana,0.75,2,25,5868452.24,1663.16,179.74971009337554,397.68611919998943,464.5102666509088,0.84,4157.900000000001,38.7943,99.6971,0.0,10429,0.250823733134515,400,0,0,41579,0,0,41579,0,18682,12468,0.44931335529955024,0.29986291156593475
solana,0.75,3,25,5879709.12,1659.4,153.39627412962483,388.8564274076805,457.56020922610224,0.72,4148.5,35.0001,100.0887,0.0,10268,0.24751114860793058,400,0,0,41485,0,0,41485,0,18703,12514,0.4508376521634326,0.30165119922863687
solana,0.75,4,25,5833127.32,1650.92,179.1546544418237,370.26409580855113,470.77029147557784,0.4,4127.3,32.8654,102.2248,0.0,10317,0.24996971385651637,400,0,0,41273,0,0,41273,0,18535,12421,0.4490829355753156,0.30094735056816807
solana,0.75,5,25,5895883.24,1662.32,214.36241898471772,419.45625841660035,494.58512013008277,0.76,4155.8,35.0054,101.5181,0.0,10238,0.24635449251648298,400,0,0,41558,0,0,41558,0,18803,12517,0.4524519948024448,0.30119351268107225
solana,0.75,6,25,5894322.0,1668.56,153.36417892784104,342.34627241487965,392.16174868764034,0.32,4171.4,33.9819,97.5583,0.0,10420,0.24979623148103755,400,0,0,41714,0,0,41714,0,18776,12518,0.45011267200460275,0.30009109651435967
solana,0.75,7,25,5935092.44,1677.72,237.177908338608,462.23362491868664,556.89378757444,0.96,4194.3,35.3605,99.0955,0.0,10385,0.24759793052475979,400,0,0,41943,0,0,41943,0,19053,12505,0.454259351977684,0.2981427174975562
solana,0.75,8,25,5897195.48,1667.24,196.05588163075979,423.23302950835586,490.06421086497687,0.96,4168.1,33.5982,101.1148,0.0,10362,0.24860248074662317,400,0,0,41681,0,0,41681,0,18806,12513,0.4511887910558768,0.30020872819750005
solana,0.75,9,25,5919233.64,1671.76,154.16599556940503,342.3820690253874,427.5798269792984,0.16,4179.4,29.4292,100.3718,0.0,10346,0.24754749485572092,400,0,0,41794,0,0,41794,0,18907,12541,0.4523855098818012,0.3000669952624779
solana,0.75,10,25,5893818.56,1667.84,153.091047581979,359.664438383167,430.51375728237565,0.56,4169.599999999999,31.0189,101.6073,0.0,10413,0.24973618572524942,400,0,0,41696,0,0,41696,0,18743,12540,0.4495155410590944,0.30074827321565617
solana,0.8,1,25,5999210.52,1613.32,148.0307547359222,368.1753430838461,444.66533439788435,0.48,4033.2999999999997,31.3598,98.1379,0.0,8297,0.20571244390449508,400,6568518,1380,41713,0,0,41713,0,19255,12781,0.4774006396747081,0.31688691642079686
solana,0.8,2,25,5998690.04,1618.8,213.60906596680158,424.7518751051861,493.35223145877353,0.92,4047.0,39.0812,97.8781,0.0,8438,0.20850012354830738,400,5244756,1109,41579,0,0,41579,0,19281,12751,0.4764269829503336,0.31507289350135903
solana,0.8,3,25,5999078.04,1615.08,153.25744652506873,380.814839993095,447.6650177498134,0.64,4037.7,35.3476,98.2082,0.0,8299,0.2055378061767838,400,5283586,1108,41485,0,0,41485,0,19409,12669,0.4806944547638507,0.3137677390593655
solana,0.8,4,25,5998937.12,1615.44,179.74819395890282,376.5801750700873,477.0741148707748,0.56,4038.6000000000004,33.2938,99.7247,0.0,8338,0.2064576833556183,400,4174214,887,41273,0,0,41273,0,19312,12736,0.47818550983013913,0.31535680681424255
solana,0.8,5,25,5999071.16,1612.04,171.31414825929082,387.35176898779537,471.411360500567,0.88,4030.1,35.1458,99.671,0.0,8236,0.20436217463586512,400,5915129,1257,41558,0,0,41558,0,19348,12717,0.4800873427458376,0.3155504826182973
solana,0.8,6,25,5999160.08,1615.8,143.63274738753816,338.7426929674072,391.2518657010452,0.2,4039.5,34.045,95.6766,0.0,8311,0.20574328506003217,400,6235405,1319,41714,0,0,41714,0,19432,12652,0.481049634855799,0.3132070800841688
solana,0.8,7,25,5998909.96,1615.56,173.50434394770483,419.17224877168695,512.5147555808278,0.96,4038.8999999999996,35.2887,96.3181,0.0,8299,0.20547673871598704,400,7356184,1554,41943,0,0,41943,0,19455,12635,0.4816905593107034,0.3128327019733096
solana,0.8,8,25,5999120.48,1616.44,220.24095114559367,440.4924114303703,506.96871103789175,0.96,4041.1000000000004,33.5706,98.9733,0.0,8333,0.20620623097671426,400,6017352,1270,41681,0,0,41681,0,19416,12662,0.48046324020687436,0.3133305288164114
solana,0.8,9,25,5998943.36,1616.12,141.96687050708715,337.9045365910473,421.6858311304898,0.12,4040.2999999999997,29.4617,98.4444,0.0,8312,0.20572729747791005,400,6583269,1391,41794,0,0,41794,0,19461,12630,0.48167215305794125,0.3126005494641487
solana,0.8,10,25,5999063.96,1614.8,156.25888712193625,368.09359091661713,443.8578803052012,0.8,4037.0,31.0724,99.1159,0.0,8299,0.20557344562794155,400,6258692,1326,41696,0,0,41696,0,19384,12687,0.4801585335645281,0.31426802080753036
solana,0.85,1,25,5999521.8,1538.76,142.97908522693507,359.5609619290012,434.6639396501911,0.48,3846.9,30.9769,96.3828,0.0,6219,0.16166263744833503,400,15308964,3244,41713,0,0,41713,0,19551,12699,0.5082274038836466,0.3301099586680184
solana,0.85,2,25,5999244.56,1542.52,200.19164131670604,409.6435010118977,474.9018913738389,0.92,3856.3,38.5804,95.277,0.0,6331,0.16417291185851723,400,14179363,3016,41579,0,0,41579,0,19516,12716,0.5060809584316572,0.3297461297098255
solana,0.85,3,25,5999040.48,1540.68,172.83844320894582,405.26930360186134,466.79113361427494,0.84,3851.7000000000003,34.8662,96.3831,0.0,6261,0.16255160059194643,400,13963763,2968,41485,0,0,41485,0,19590,12666,0.508606589298232,0.32884181010982166
solana,0.85,4,25,5999009.6,1537.2,148.85972452877462,344.00746361288986,453.43688312534084,0.48,3843.0,32.8903,97.4298,0.0,6155,0.16016133229247984,400,13449194,2843,41273,0,0,41273,0,19635,12640,0.5109289617486339,0.3289097059588863
solana,0.85,5,25,5999201.48,1538.8,169.32371064804235,382.6205715240428,469.64887466877104,0.68,3847.0,34.7195,96.8163,0.0,6208,0.16137249805042891,400,14612851,3088,41558,0,0,41558,0,19597,12665,0.5094099298154406,0.3292175721341305
solana,0.85,6,25,5998990.76,1540.64,149.895928089869,346.65806888900784,394.755369130471,0.24,3851.6000000000004,33.6486,93.8308,0.0,6206,0.16112784297434832,400,15064632,3198,41714,0,0,41714,0,19773,12537,0.5133710665697373,0.3255010904559144
solana,0.85,7,25,5998691.56,1542.64,195.53198438566017,427.4781093166117,515.2922074208045,0.96,3856.6000000000004,34.7497,94.285,0.0,6283,0.16291552144375876,400,15913491,3377,41943,0,0,41943,0,19698,12585,0.5107607737385261,0.3263237048177151
solana,0.85,8,25,5998962.96,1539.32,188.48469020114877,423.10056795763325,489.18304556976835,0.96,3848.2999999999997,33.2727,96.925,0.0,6210,0.16136995556479483,400,15034052,3198,41681,0,0,41681,0,19641,12632,0.5103812072863342,0.32824883714887093
solana,0.85,9,25,5998959.0,1545.2,216.5402898542414,398.8897581303165,484.947527651501,0.12,3863.0,29.0467,96.4243,0.0,6342,0.1641729225990163,400,14889490,3164,41794,0,0,41794,0,19725,12563,0.5106135128138752,0.3252135645871085
solana,0.85,10,25,5999263.8,1538.2,164.49009927704512,371.39979290531994,450.52403107123166,0.92,3845.5,30.5994,96.5873,0.0,6139,0.15964113899362892,400,15338301,3241,41696,0,0,41696,0,19775,12541,0.5142374203614615,0.3261214406449096
solana,0.9,1,25,5999130.08,1462.0,147.94251585843222,366.2243328899182,442.67610422516213,0.48,3655.0,30.5102,94.0919,0.0,4102,0.11222982216142272,400,24266891,5163,41713,0,0,41713,0,19792,12656,0.5415047879616963,0.346265389876881
solana,0.9,2,25,5999069.56,1467.68,186.1262926275123,403.4975481345879,472.0596173127807,0.88,3669.2000000000003,37.9701,92.8214,0.0,4202,0.1145208764853374,400,23097525,4887,41579,0,0,41579,0,19967,12523,0.5441785675351575,0.3413005559795051
solana,0.9,3,25,5999181.36,1467.96,143.05870494706562,366.16556908078974,426.6697056783862,0.52,3669.9,34.3719,94.4473,0.0,4211,0.11474427096106161,400,22657118,4786,41485,0,0,41485,0,19960,12528,0.5438840295375896,0.3413716995013488
solana,0.9,4,25,5998619.48,1467.0,144.82758774310972,337.0027807417934,453.78261363889845,0.24,3667.5,32.5361,95.3588,0.0,4189,0.11421949556918883,400,21720435,4598,41273,0,0,41273,0,19957,12529,0.5441581458759372,0.3416223585548739
solana,0.9,5,25,5999319.04,1464.4,189.5392433369644,402.96878309677,495.20662086101476,0.92,3661.0,34.2981,95.3796,0.0,4158,0.1135755258126195,400,23251745,4948,41558,0,0,41558,0,19816,12636,0.541272876263316,0.34515159792406447
solana,0.9,6,25,5999191.48,1464.48,155.72521516043543,346.2606970982253,397.373480997693,0.24,3661.2,33.2065,91.4295,0.0,4090,0.11171200699224298,400,24042337,5102,41714,0,0,41714,0,20055,12467,0.5477712225499836,0.3405167704577734
solana,0.9,7,25,5998611.88,1464.32,182.73321911241118,426.00116016859914,518.2785571606373,0.96,3660.7999999999997,34.3314,92.5787,0.0,4151,0.11339051573426573,400,25142920,5335,41943,0,0,41943,0,19844,12613,0.5420673076923077,0.34454217657342656
solana,0.9,8,25,5999295.72,1467.12,210.38937654831025,432.4444859534813,497.5943096196322,0.96,3667.7999999999997,32.8506,94.8952,0.0,4191,0.11426468182561754,400,23585430,5003,41681,0,0,41681,0,19950,12537,0.5439227875020448,0.34181253067233763
solana,0.9,9,25,5998727.32,1468.84,145.11483136195824,339.8818835336005,422.50049144457046,0.24,3672.1,28.7026,94.7008,0.0,4242,0.11551972985485144,400,23984756,5073,41794,0,0,41794,0,19942,12537,0.5430679992374935,0.341412270907655
solana,0.9,10,25,5998406.12,1464.12,232.30300767209658,428.47241801488985,500.88166578607803,0.68,3660.2999999999997,30.1739,94.6909,0.0,4099,0.1119853563915526,400,24018731,5093,41696,0,0,41696,0,20005,12499,0.5465399011010027,0.34147474250744475
solana,0.95,1,25,5998800.16,1389.84,155.83675906514355,389.87713223264217,463.3345757375153,0.72,3474.6,30.0924,93.0389,0.0,2063,0.059373740862257524,400,32838751,6967,41713,0,0,41713,0,20183,12500,0.5808726184308985,0.35975364070684396
solana,0.95,2,25,5998733.44,1391.32,184.03712713529384,405.59165436011926,481.2874796845458,0.92,3478.2999999999997,37.7877,91.5118,0.0,2088,0.06002932467009746,400,32049270,6796,41579,0,0,41579,0,20233,12462,0.5816922059626829,0.35827846936721963
solana,0.95,3,25,5998860.84,1392.6,156.9065974383268,397.2949832128607,456.1240684205184,0.84,3481.5,34.0013,92.7512,0.0,2131,0.061209248886974,400,31491916,6670,41485,0,0,41485,0,20201,12483,0.5802384029872182,0.35855234812580783
solana,0.95,4,25,5998608.16,1390.24,150.3700578216916,340.98874194442243,458.4266187256911,0.32,3475.6,32.0825,94.0714,0.0,2082,0.059903326044423985,400,30713529,6517,41273,0,0,41273,0,20158,12516,0.5799861894349178,0.3601104845206583
solana,0.95,5,25,5998312.88,1387.8,223.73595947924218,434.82565382143775,508.6011074315006,0.84,3469.5,33.8288,94.0736,0.0,2029,0.05848104914252774,400,32323709,6863,41558,0,0,41558,0,20122,12544,0.5799682951433924,0.36155065571407985
solana,0.95,6,25,5999056.84,1392.52,160.98678657424225,355.4769517352498,406.476488794078,0.4,3481.3,32.777,90.0317,0.0,2077,0.05966162065894924,400,32551475,6901,41714,0,0,41714,0,20373,12363,0.5852124206474593,0.3551259586935915
solana,0.95,7,25,5998908.92,1389.76,177.012657758977,416.3533290772297,510.7594729066965,0.96,3474.4,33.9327,91.5258,0.0,2026,0.05831222657149436,400,33929236,7199,41943,0,0,41943,0,20299,12419,0.5842447616854709,0.3574430117430348
solana,0.95,8,25,5998324.36,1388.48,187.0772314948876,428.56878676434894,481.10611719984985,0.96,3471.2,32.4467,93.6476,0.0,2016,0.05807789813321042,400,32965399,6969,41681,0,0,41681,0,20227,12469,0.5827091495736345,0.3592129522931551
solana,0.95,9,25,5998959.24,1391.52,159.72852071264364,344.83333704864935,432.0847091811,0.12,3478.8,28.2369,93.1256,0.0,2073,0.059589513625388064,400,33068970,7006,41794,0,0,41794,0,20298,12417,0.5834770610555364,0.35693342531907557
solana,0.95,10,25,5998561.44,1386.52,184.6794772220718,384.77278397308436,456.11252763941746,0.76,3466.3,29.8697,93.5382,0.0,2020,0.05827539451288117,400,33067925,7033,41696,0,0,41696,0,20033,12610,0.5779361278596775,0.3637884776274414
solana,1.0,1,25,5998300.88,1315.44,133.72157816481956,364.7266555027667,432.7631847464303,0.6,3288.6000000000004,29.7714,91.8934,0.0,,,400,41629016,8827,41713,0,0,41713,0,20456,12430,0.6220276105333576,0.37797238946664236
solana,1.0,2,25,5998080.44,1315.4,226.09793000480266,440.5746604173002,514.278584770174,0.88,3288.5,37.1348,90.384,0.0,,,400,40917459,8694,41579,0,0,41579,0,20456,12429,0.6220465257716284,0.3779534742283716
solana,1.0,3,25,5998157.44,1317.8,151.2954276391748,381.6181890674407,452.8131300185651,0.68,3294.5,33.4872,91.4791,0.0,,,400,40331753,8540,41485,0,0,41485,0,20671,12274,0.6274396721809076,0.37256032781909243
solana,1.0,4,25,5998428.04,1314.32,153.3105153635901,348.53042491267456,450.2755766518702,0.48,3285.7999999999997,31.6746,92.7094,0.0,,,400,39815655,8415,41273,0,0,41273,0,20353,12505,0.6194229715746545,0.3805770284253454
solana,1.0,5,25,5998429.36,1314.52,202.11511296539433,414.0447594047418,484.5532268706536,0.92,3286.3,33.4486,92.7675,0.0,,,400,40930615,8695,41558,0,0,41558,0,20371,12492,0.6198764568055259,0.38012354319447406
solana,1.0,6,25,5998153.04,1315.28,161.74764189240722,351.6304364120664,393.13841732009126,0.44,3288.2,32.3773,89.0461,0.0,,,400,41618346,8832,41714,0,0,41714,0,20444,12438,0.621738337084119,0.37826166291588104
solana,1.0,7,25,5998218.16,1315.88,167.83167957913008,408.5396523599843,502.76431595895724,0.96,3289.7000000000003,33.5467,90.2007,0.0,,,400,42600459,9046,41943,0,0,41943,0,20497,12400,0.6230659330638052,0.3769340669361948
solana,1.0,8,25,5998038.64,1316.48,192.9176836086137,423.7781753640078,483.298387517495,0.96,3291.2,32.0454,92.3999,0.0,,,400,41422524,8769,41681,0,0,41681,0,20554,12358,0.6245138551288284,0.3754861448711716
solana,1.0,9,25,5998353.24,1315.96,139.0292652768665,335.6919371466498,416.7650324543754,0.04,3289.9,28.0095,92.0507,0.0,,,400,41993061,8895,41794,0,0,41794,0,20502,12397,0.6231800358673516,0.3768199641326484
solana,1.0,10,25,5998674.0,1314.52,154.5338114058184,367.07663456000336,444.5541973239131,0.76,3286.3,29.5451,92.3111,0.0,,,400,41695720,8833,41696,0,0,41696,0,20367,12496,0.6197547393725467,0.38024526062745334
